Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,2021,2021,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,2022,2022,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1961,1961,°c,1.543,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1962,1962,°c,2.421,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1963,1963,°c,0.323,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1964,1964,°c,-0.437,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1965,1965,°c,-0.528,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1966,1966,°c,1.255,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1967,1967,°c,-0.185,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1968,1968,°c,-0.169,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1969,1969,°c,0.954,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1970,1970,°c,-0.853,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1971,1971,°c,-1.025,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1972,1972,°c,-1.144,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1973,1973,°c,-1.634,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1974,1974,°c,-1.788,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1975,1975,°c,-0.756,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1976,1976,°c,-1.07,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1977,1977,°c,0.054,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1978,1978,°c,-2.132,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1979,1979,°c,-0.958,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1980,1980,°c,1.355,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1981,1981,°c,-1.842,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1982,1982,°c,-1.437,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1983,1983,°c,1.041,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1984,1984,°c,0.372,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1985,1985,°c,0.792,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1986,1986,°c,-1.201,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1987,1987,°c,0.279,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1988,1988,°c,0.212,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1989,1989,°c,0.078,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1990,1990,°c,1.913,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1991,1991,°c,-0.654,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1992,1992,°c,0.5,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1993,1993,°c,2.053,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1994,1994,°c,0.2,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1995,1995,°c,-1.193,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1996,1996,°c,-0.388,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1997,1997,°c,0.798,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1998,1998,°c,-1.119,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,1999,1999,°c,1.237,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2000,2000,°c,1.302,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2001,2001,°c,1.467,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2002,2002,°c,0.399,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2003,2003,°c,1.384,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2004,2004,°c,0.225,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2005,2005,°c,0.801,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2006,2006,°c,-1.162,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2007,2007,°c,0.804,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2008,2008,°c,1.469,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2009,2009,°c,-0.479,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2010,2010,°c,2.513,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2011,2011,°c,0.419,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2012,2012,°c,2.5,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2013,2013,°c,1.41,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2014,2014,°c,1.413,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2015,2015,°c,0.307,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2016,2016,°c,1.807,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2017,2017,°c,-0.412,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2018,2018,°c,1.53,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2019,2019,°c,2.044,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2020,2020,°c,0.072,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2021,2021,°c,3.191,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7011,November,2022,2022,°c,0.172,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1961,1961,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1962,1962,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1963,1963,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1964,1964,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1965,1965,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1966,1966,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1967,1967,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1968,1968,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1969,1969,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1970,1970,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1971,1971,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1972,1972,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1973,1973,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1974,1974,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1975,1975,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1976,1976,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1977,1977,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1978,1978,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1979,1979,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1980,1980,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1981,1981,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1982,1982,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1983,1983,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1984,1984,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1985,1985,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1986,1986,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1987,1987,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1988,1988,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1989,1989,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1990,1990,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1991,1991,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1992,1992,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1993,1993,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1994,1994,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1995,1995,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1996,1996,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1997,1997,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1998,1998,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,1999,1999,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2000,2000,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2001,2001,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2002,2002,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2003,2003,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2004,2004,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2005,2005,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2006,2006,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2007,2007,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2008,2008,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2009,2009,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2010,2010,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2011,2011,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2012,2012,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2013,2013,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2014,2014,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2015,2015,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2016,2016,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2017,2017,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2018,2018,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2019,2019,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2020,2020,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2021,2021,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7011,November,2022,2022,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1961,1961,°c,0.085,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1962,1962,°c,-0.293,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1963,1963,°c,2.585,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1964,1964,°c,1.291,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1965,1965,°c,-0.403,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1966,1966,°c,-1.666,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1967,1967,°c,-0.27,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1968,1968,°c,0.647,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1969,1969,°c,-0.869,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1970,1970,°c,-0.029,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1971,1971,°c,-0.374,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1972,1972,°c,-0.281,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1973,1973,°c,-0.054,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1974,1974,°c,-1.149,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1975,1975,°c,0.815,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1976,1976,°c,0.458,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1977,1977,°c,-0.78,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1978,1978,°c,0.717,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1979,1979,°c,-0.874,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1980,1980,°c,-1.592,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1981,1981,°c,0.944,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1982,1982,°c,-1.217,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1983,1983,°c,-1.495,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1984,1984,°c,-0.91,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1985,1985,°c,0.091,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1986,1986,°c,-2.314,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1987,1987,°c,1.816,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1988,1988,°c,-1.807,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1989,1989,°c,1.573,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1990,1990,°c,0.314,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1991,1991,°c,-2.357,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1992,1992,°c,-0.346,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1993,1993,°c,0.1,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1994,1994,°c,-0.754,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1995,1995,°c,1.148,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1996,1996,°c,0.892,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1997,1997,°c,0.157,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1998,1998,°c,-1.223,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,1999,1999,°c,-0.667,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2000,2000,°c,1.154,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2001,2001,°c,0.157,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2002,2002,°c,0.529,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2003,2003,°c,0.098,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2004,2004,°c,0.673,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2005,2005,°c,0.826,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2006,2006,°c,-0.216,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2007,2007,°c,-0.486,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2008,2008,°c,0.944,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2009,2009,°c,1.75,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2010,2010,°c,1.616,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2011,2011,°c,-0.447,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2012,2012,°c,0.487,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2013,2013,°c,-0.112,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2014,2014,°c,0.17,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2015,2015,°c,-0.317,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2016,2016,°c,0.684,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2017,2017,°c,-0.216,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2018,2018,°c,0.272,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2019,2019,°c,1.054,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2020,2020,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2021,2021,°c,-0.576,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7012,December,2022,2022,°c,3.237,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1961,1961,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1962,1962,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1963,1963,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1964,1964,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1965,1965,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1966,1966,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1967,1967,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1968,1968,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1969,1969,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1970,1970,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1971,1971,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1972,1972,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1973,1973,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1974,1974,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1975,1975,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1976,1976,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1977,1977,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1978,1978,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1979,1979,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1980,1980,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1981,1981,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1982,1982,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1983,1983,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1984,1984,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1985,1985,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1986,1986,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1987,1987,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1988,1988,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1989,1989,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1990,1990,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1991,1991,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1992,1992,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1993,1993,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1994,1994,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1995,1995,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1996,1996,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1997,1997,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1998,1998,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,1999,1999,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2000,2000,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2001,2001,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2002,2002,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2003,2003,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2004,2004,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2005,2005,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2006,2006,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2007,2007,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2008,2008,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2009,2009,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2010,2010,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2011,2011,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2012,2012,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2013,2013,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2014,2014,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2015,2015,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2016,2016,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2017,2017,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2018,2018,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2019,2019,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2020,2020,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2021,2021,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7012,December,2022,2022,°c,1.016,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1961,1961,°c,-0.473,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1962,1962,°c,0.208,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1963,1963,°c,0.23,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1964,1964,°c,-0.051,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1965,1965,°c,-0.077,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1966,1966,°c,0.251,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1967,1967,°c,-0.557,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1968,1968,°c,0.008,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1969,1969,°c,0.815,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1970,1970,°c,-0.223,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7020,Meteorological year,1971,1971,°c,-0.195,E,Estimated value
